id,titre,prix,localisation,date_creation_iso,date_creation_formatee,date_creation_jour,jours_ecoules
90230049,Paris 17e - 64 m² - 3 pièces - 2 chambres,770 000 €,Metro Charles de Gaulle-Etoile · 75017 Paris 17e,2025-11-19T12:33:22.000Z,2025-11-19 12:33:22,2025-11-19,18
70396623,Paris 17e - 79 m² - 2 pièces - 1 chambres,850 000 €,Metro Ternes · 21 Rue Pierre Demours,2025-11-19T12:33:10.000Z,2025-11-19 12:33:10,2025-11-19,18
93031443,Paris 12e - 35 m² - 1 pièces,383 000 €,Metro Gare de Lyon · Coulée Verte René-Dumont,2025-11-19T12:33:10.000Z,2025-11-19 12:33:10,2025-11-19,18
91555087,Paris 17e - 73 m² - 3 pièces - 2 chambres,770 000 €,Metro Ternes,2025-11-19T12:33:09.000Z,2025-11-19 12:33:09,2025-11-19,18
91969673,Paris 19e - 185 m² - 6 pièces - 4 chambres,1 965 000 €,Metro Place des Fêtes · 48 Rue du Général Brunet,2025-11-19T12:29:28.000Z,2025-11-19 12:29:28,2025-11-19,18
90259358,Paris 17e - 51 m² - 3 pièces - 2 chambres,490 000 €,Metro Porte de Saint-Ouen · 7 Rue Jacques Kellner,2025-11-19T12:29:15.000Z,2025-11-19 12:29:15,2025-11-19,18
87858663,Paris 15e - 93 m² - 3 pièces - 2 chambres,925 600 €,Metro Mirabeau · 2 Rue Paul Hervieu,2025-11-19T12:29:14.000Z,2025-11-19 12:29:14,2025-11-19,18
91402548,Paris 11e - 68 m² - 3 pièces - 2 chambres,625 000 €,Metro Avron · 260 Boulevard Voltaire,2025-11-19T12:29:07.000Z,2025-11-19 12:29:07,2025-11-19,18
72706285,Paris 20e - 70 m² - 3 pièces - 2 chambres,850 000 €,Metro Gambetta · 25 Rue d'Annam,2025-11-19T12:29:06.000Z,2025-11-19 12:29:06,2025-11-19,18
91971915,Paris 16e - 111 m² - 4 pièces - 3 chambres,995 000 €,Metro Rue de la Pompe · 32 Rue Marceline Desbordes-Valmore,2025-11-19T12:29:03.000Z,2025-11-19 12:29:03,2025-11-19,18
92344850,Paris 15e - 93 m² - 3 pièces - 2 chambres,795 000 €,Metro Javel-André-Citroen · 25A Quai André Citroën,2025-11-19T12:28:59.000Z,2025-11-19 12:28:59,2025-11-19,18
92735878,Paris 12e - 32 m² - 2 pièces - 1 chambres,300 000 €,Metro Porte de Vincennes,2025-11-19T12:27:57.000Z,2025-11-19 12:27:57,2025-11-19,18
93828578,Paris 11e - 48 m² - 3 pièces - 2 chambres,339 200 €,Metro Goncourt · Rue du Grand Prieuré,2025-11-19T12:27:55.000Z,2025-11-19 12:27:55,2025-11-19,18
74242421,Paris 7e - 85 m² - 3 pièces - 2 chambres,1 180 000 €,Metro Rue du Bac · Rue de Grenelle,2025-11-19T12:27:55.000Z,2025-11-19 12:27:55,2025-11-19,18
93885306,Paris 6e - 25 m² - 1 pièces,295 000 €,Metro Vavin,2025-11-19T12:27:45.000Z,2025-11-19 12:27:45,2025-11-19,18
93885234,Paris 11e - 39 m² - 2 pièces - 1 chambres,400 000 €,Metro Rue Saint-Maur · 5 Rue du Général Renault,2025-11-19T12:27:36.000Z,2025-11-19 12:27:36,2025-11-19,18
93105567,Paris 6e - 82 m² - 5 pièces - 3 chambres,1 280 000 €,Metro Notre-Dame des Champs · Rue d'Assas,2025-11-19T12:27:36.000Z,2025-11-19 12:27:36,2025-11-19,18
89508997,Paris 11e - 123 m² - 5 pièces - 4 chambres,1 650 000 €,Metro Filles du Calvaire · 13 Boulevard Voltaire,2025-11-19T12:27:34.000Z,2025-11-19 12:27:34,2025-11-19,18
93474616,Paris 9e - 142 m² - 6 pièces - 4 chambres,2 090 000 €,Metro Poissonnière · 40 Rue Condorcet,2025-11-19T12:26:18.000Z,2025-11-19 12:26:18,2025-11-19,18
83015571,Paris 17e - 192 m² - 6 pièces - 4 chambres,1 988 000 €,Metro Wagram · 95 Rue de Prony,2025-11-19T12:25:28.000Z,2025-11-19 12:25:28,2025-11-19,18
93885006,Paris 16e - 67 m² - 2 pièces - 1 chambres,600 000 €,Metro Michel-Ange-Molitor · 28 Rue Claude Lorrain,2025-11-19T12:25:15.000Z,2025-11-19 12:25:15,2025-11-19,18
93223524,Paris 19e - 51 m² - 3 pièces - 2 chambres,359 000 €,Metro Ourcq · Rue de Crimée,2025-11-19T12:25:12.000Z,2025-11-19 12:25:12,2025-11-19,18
93857768,Paris 7e - 29 m² - 1 pièces,367 500 €,Metro Rue du Bac · Boulevard Raspail,2025-11-19T12:25:10.000Z,2025-11-19 12:25:10,2025-11-19,18
92685453,Paris 20e - 33 m² - 2 pièces - 1 chambres,266 000 €,Metro Belleville · 34;36;38 Rue Ramponeau,2025-11-19T12:25:08.000Z,2025-11-19 12:25:08,2025-11-19,18
92685462,Paris 18e - 62 m² - 3 pièces - 2 chambres,520 000 €,Metro Marcadet-Poissonniers · Boulevard Barbès,2025-11-19T12:25:08.000Z,2025-11-19 12:25:08,2025-11-19,18
92685449,Paris 18e - 70 m² - 3 pièces - 2 chambres,588 000 €,Metro Marcadet-Poissonniers · 50 Rue Doudeauville,2025-11-19T12:25:08.000Z,2025-11-19 12:25:08,2025-11-19,18
93857769,Paris 18e - 77 m² - 4 pièces - 3 chambres,699 000 €,Metro Marcadet-Poissonniers · 50 Rue Doudeauville,2025-11-19T12:25:08.000Z,2025-11-19 12:25:08,2025-11-19,18
93884994,Paris 4e - 69 m² - 3 pièces - 2 chambres,1 380 000 €,Metro Sully-Morland · Rue Saint-Louis en l'Île,2025-11-19T12:25:04.000Z,2025-11-19 12:25:04,2025-11-19,18
93159213,Paris 7e - 83 m² - 4 pièces - 2 chambres,1 300 000 €,Metro Rue du Bac · 28 Rue du Bac,2025-11-19T12:25:01.000Z,2025-11-19 12:25:01,2025-11-19,18
93884988,Paris 3e - 32 m² - 2 pièces - 1 chambres,515 000 €,Metro Filles du Calvaire · 52 Rue de Saintonge,2025-11-19T12:25:01.000Z,2025-11-19 12:25:01,2025-11-19,18
93828493,Paris 16e - 137 m² - 6 pièces - 4 chambres,1 404 400 €,Paris 16e (75016),2025-11-19T12:24:36.000Z,2025-11-19 12:24:36,2025-11-19,18
79027436,Paris 20e - 77 m² - 4 pièces - 3 chambres,670 000 €,Metro Porte de Bagnolet · Rue Maurice Berteaux,2025-11-19T12:24:22.000Z,2025-11-19 12:24:22,2025-11-19,18
93086705,Paris 5e - 44 m² - 2 pièces - 1 chambres,409 000 €,Metro Place Monge · Rue Mouffetard,2025-11-19T12:24:22.000Z,2025-11-19 12:24:22,2025-11-19,18
90314308,Paris 5e - 41 m² - 3 pièces - 2 chambres,520 000 €,Metro Port Royal · Rue Saint-Jacques,2025-11-19T12:24:22.000Z,2025-11-19 12:24:22,2025-11-19,18
93148621,Paris 5e - 50 m² - 3 pièces - 2 chambres,590 000 €,Metro Port Royal · 27 Rue du Faubourg Saint-Jacques,2025-11-19T12:24:22.000Z,2025-11-19 12:24:22,2025-11-19,18
86573224,Paris 7e - 30 m² - 2 pièces - 1 chambres,450 000 €,Metro La Tour-Maubourg · 27 Rue Bosquet,2025-11-19T12:24:11.000Z,2025-11-19 12:24:11,2025-11-19,18
93260857,Paris 11e - 79 m² - 4 pièces - 3 chambres,700 000 €,Metro Avron · 65 Boulevard de Charonne,2025-11-19T12:22:25.000Z,2025-11-19 12:22:25,2025-11-19,18
93549719,Paris 20e - 27 m² - 2 pièces - 1 chambres,347 000 €,Metro Jourdain,2025-11-19T12:22:25.000Z,2025-11-19 12:22:25,2025-11-19,18
91813454,Paris 5e - 37 m² - 2 pièces - 1 chambres,420 000 €,Metro Luxembourg,2025-11-19T12:22:25.000Z,2025-11-19 12:22:25,2025-11-19,18
92996527,Paris 2e - 30 m² - 2 pièces - 1 chambres,485 000 €,Paris 2e (75002),2025-11-19T12:22:25.000Z,2025-11-19 12:22:25,2025-11-19,18
93884884,Paris 18e - 70 m² - 3 pièces - 2 chambres,875 000 €,Metro Lamarck-Caulaincourt · 93 Rue Lepic,2025-11-19T12:19:44.000Z,2025-11-19 12:19:44,2025-11-19,18
93828687,Paris 20e - 54 m² - 2 pièces - 1 chambres,499 000 €,Metro Ménilmontant,2025-11-19T12:16:52.000Z,2025-11-19 12:16:52,2025-11-19,18
91402062,Paris 18e - 76 m² - 3 pièces - 2 chambres,599 000 €,Metro Marcadet-Poissonniers,2025-11-19T12:14:24.000Z,2025-11-19 12:14:24,2025-11-19,18
92556001,Paris 16e - 136 m² - 5 pièces - 3 chambres,1 520 000 €,Metro Michel-Ange-Auteuil · 12b Avenue de l'Ermitage,2025-11-19T12:13:38.000Z,2025-11-19 12:13:38,2025-11-19,18
93884618,Paris 20e - 49 m² - 2 pièces - 1 chambres,410 000 €,34 Rue du Soleil,2025-11-19T12:13:36.000Z,2025-11-19 12:13:36,2025-11-19,18
93645517,Paris 19e - 83 m² - 4 pièces - 3 chambres,360 000 €,Metro Corentin-Cariou · 30 Rue de Nantes,2025-11-19T12:13:36.000Z,2025-11-19 12:13:36,2025-11-19,18
93884563,Paris 17e - 44 m² - 2 pièces - 1 chambres,410 000 €,Paris 17e (75017),2025-11-19T12:13:08.000Z,2025-11-19 12:13:08,2025-11-19,18
91026593,Paris 7e - 51 m² - 3 pièces - 2 chambres,780 000 €,Metro Ecole Militaire · 53 Avenue de la Bourdonnais,2025-11-19T12:12:51.000Z,2025-11-19 12:12:51,2025-11-19,18
93206242,Paris 17e - 96 m² - 4 pièces - 2 chambres,798 000 €,Metro Place de Clichy · 56 Rue des Dames,2025-11-19T12:12:48.000Z,2025-11-19 12:12:48,2025-11-19,18
93206244,Paris 17e - 86 m² - 5 pièces - 3 chambres,923 000 €,Metro Brochant · 27 Rue Brochant,2025-11-19T12:12:47.000Z,2025-11-19 12:12:47,2025-11-19,18
84761451,Paris 15e - 78 m² - 3 pièces - 2 chambres,835 000 €,Metro La Motte-Picquet-Grenelle · 90 Boulevard de Grenelle,2025-11-19T12:05:34.000Z,2025-11-19 12:05:34,2025-11-19,18
88887267,Paris 15e - 100 m² - 4 pièces - 3 chambres,1 165 000 €,Metro Dupleix · 3 Rue Champfleury,2025-11-19T12:05:31.000Z,2025-11-19 12:05:31,2025-11-19,18
92060125,Paris 7e - 78 m² - 3 pièces - 1 chambres,1 000 000 €,Metro Pont de l'Alma · 4 Avenue Rapp,2025-11-19T12:05:20.000Z,2025-11-19 12:05:20,2025-11-19,18
93384994,Paris 17e - 118 m² - 5 pièces - 3 chambres,1 300 000 €,Metro Charles de Gaulle-Etoile · 75116 Paris,2025-11-19T12:05:11.000Z,2025-11-19 12:05:11,2025-11-19,18
93884185,Paris 17e - 90 m² - 4 pièces - 3 chambres,1 144 000 €,Metro Porte Maillot · 25 Rue Ruhmkorff,2025-11-19T12:05:10.000Z,2025-11-19 12:05:10,2025-11-19,18
83024319,Paris 18e - 34 m² - 2 pièces - 1 chambres,365 000 €,Metro Pigalle · 13 Rue Durantin,2025-11-19T12:05:04.000Z,2025-11-19 12:05:04,2025-11-19,18
92039268,Paris 8e - 20 m² - 1 pièces,250 000 €,Metro Villiers · 110 Rue de Miromesnil,2025-11-19T12:04:56.000Z,2025-11-19 12:04:56,2025-11-19,18
92039270,Paris 8e - 83 m² - 4 pièces,1 050 000 €,Metro Invalides · 1 Rue Desgenettes,2025-11-19T12:04:56.000Z,2025-11-19 12:04:56,2025-11-19,18
93821179,Paris 8e - 136 m² - 5 pièces - 3 chambres,1 595 000 €,Metro La Fourche · Rue Truffaut,2025-11-19T12:04:56.000Z,2025-11-19 12:04:56,2025-11-19,18
93237852,Paris 12e - 37 m² - 2 pièces - 1 chambres,275 000 €,130 Avenue Denfert-Rochereau,2025-11-19T12:00:04.000Z,2025-11-19 12:00:04,2025-11-19,18
93171332,Paris 12e - 53 m² - 2 pièces - 1 chambres,458 000 €,111 Rue de la Muse,2025-11-19T12:00:02.000Z,2025-11-19 12:00:02,2025-11-19,18
93884080,Paris 4e - 72 m² - 3 pièces - 1 chambres,1 352 000 €,Metro Bastille,2025-11-19T11:59:55.000Z,2025-11-19 11:59:55,2025-11-19,18
92768484,Paris 12e - 45 m² - 3 pièces - 2 chambres,420 900 €,Metro Porte de Charenton,2025-11-19T11:59:55.000Z,2025-11-19 11:59:55,2025-11-19,18
93884056,Paris 12e - 72 m² - 4 pièces - 3 chambres,749 000 €,Metro Daumesnil,2025-11-19T11:59:44.000Z,2025-11-19 11:59:44,2025-11-19,18
93884054,Paris 10e - 46 m² - 2 pièces - 1 chambres,405 000 €,Metro Colonel Fabien · 20 Rue Vicq d'Azir,2025-11-19T11:59:42.000Z,2025-11-19 11:59:42,2025-11-19,18
88409956,Paris 6e - 69 m² - 3 pièces - 2 chambres,995 000 €,Metro Saint-Germain des Prés · Rue du Jardinet,2025-11-19T11:54:18.000Z,2025-11-19 11:54:18,2025-11-19,18
93374634,Paris 18e - 47 m² - 2 pièces,490 000 €,Metro La Fourche · 9 Rue Étex,2025-11-19T11:54:17.000Z,2025-11-19 11:54:17,2025-11-19,18
93881814,Paris 12e - 32 m² - 1 pièces,290 000 €,Metro Bel-Air · 1 Rue de Toul,2025-11-19T11:54:17.000Z,2025-11-19 11:54:17,2025-11-19,18
93409489,Paris 5e - 69 m² - 3 pièces - 2 chambres,995 000 €,Metro Maubert-Mutualité · Rue Saint-Jacques,2025-11-19T11:54:17.000Z,2025-11-19 11:54:17,2025-11-19,18
93883938,Paris 12e - 92 m² - 4 pièces - 2 chambres,750 000 €,Metro Porte de Vincennes · 88 Cours de Vincennes,2025-11-19T11:49:19.000Z,2025-11-19 11:49:19,2025-11-19,18
93474886,Paris 11e - 57 m² - 2 pièces - 1 chambres,593 940 €,Rue de Montreuil,2025-11-19T11:48:44.000Z,2025-11-19 11:48:44,2025-11-19,18
93883907,Paris 7e - 33 m² - 2 pièces - 1 chambres,475 000 €,Metro Pont de l'Alma · 14 Rue de Monttessuy,2025-11-19T11:48:42.000Z,2025-11-19 11:48:42,2025-11-19,18
93883889,Paris 20e - 79 m² - 3 pièces - 2 chambres,590 000 €,Metro Gambetta · 69 Rue des Prairies,2025-11-19T11:43:22.000Z,2025-11-19 11:43:22,2025-11-19,18
93765020,Paris 17e - 36 m² - 2 pièces - 1 chambres,455 000 €,Metro Charles de Gaulle-Etoile · 17 Rue des Acacias,2025-11-19T11:29:37.000Z,2025-11-19 11:29:37,2025-11-19,18
93769121,Paris 16e - 109 m² - 4 pièces - 2 chambres,1 450 000 €,Metro Avenue Foch · Avenue Chantemesse,2025-11-19T11:24:41.000Z,2025-11-19 11:24:41,2025-11-19,18
93264245,Paris 19e - 43 m² - 2 pièces - 1 chambres,369 000 €,Metro Corentin-Cariou · 20 Rue de Nantes,2025-11-19T11:06:52.000Z,2025-11-19 11:06:52,2025-11-19,18
93882431,Paris 7e - 29 m² - 2 pièces - 1 chambres,441 000 €,Metro La Tour-Maubourg · Passage Jean Nicot,2025-11-19T11:03:57.000Z,2025-11-19 11:03:57,2025-11-19,18
93483618,Paris 16e - 98 m² - 3 pièces - 2 chambres,1 200 000 €,Metro La Muette · 5b Rue Alfred Dehodencq,2025-11-19T11:01:03.000Z,2025-11-19 11:01:03,2025-11-19,18
93882203,Paris 7e - 55 m² - 3 pièces - 2 chambres,699 000 €,Metro La Tour-Maubourg · 28 Rue Cler,2025-11-19T11:00:20.000Z,2025-11-19 11:00:20,2025-11-19,18
93771627,Paris 15e - 83 m² - 4 pièces - 3 chambres,920 000 €,Metro Volontaires · 42 Rue Paul Barruel,2025-11-19T10:58:54.000Z,2025-11-19 10:58:54,2025-11-19,18
93881862,Paris 16e - 110 m² - 5 pièces - 4 chambres,1 360 000 €,Metro La Muette · 49 Rue de Boulainvilliers,2025-11-19T10:58:31.000Z,2025-11-19 10:58:31,2025-11-19,18
93881861,Paris 16e - 100 m² - 3 pièces - 1 chambres,1 299 000 €,Metro Victor Hugo · 81 Avenue Victor Hugo,2025-11-19T10:58:31.000Z,2025-11-19 10:58:31,2025-11-19,18
93881863,Paris 7e - 55 m² - 3 pièces - 2 chambres,765 000 €,Metro La Tour-Maubourg · 13 Rue de la Comète,2025-11-19T10:58:31.000Z,2025-11-19 10:58:31,2025-11-19,18
93881789,Paris 11e - 38 m² - 2 pièces - 1 chambres,397 000 €,Metro Ménilmontant · Avenue Gambetta,2025-11-19T10:20:48.000Z,2025-11-19 10:20:48,2025-11-19,18
93835060,Paris 20e - 51 m² - 2 pièces - 1 chambres,465 000 €,Metro Gambetta · 7 Rue Stendhal,2025-11-19T10:20:08.000Z,2025-11-19 10:20:08,2025-11-19,18
88594947,Paris 4e - 60 m² - 3 pièces - 1 chambres,379 000 €,Metro Bastille,2025-11-19T10:20:06.000Z,2025-11-19 10:20:06,2025-11-19,18
93881589,Paris 17e - 58 m² - 3 pièces - 2 chambres,750 000 €,Metro Porte de Champerret · 15 Rue Galvani,2025-11-19T10:16:11.000Z,2025-11-19 10:16:11,2025-11-19,18
93881558,Paris 17e - 50 m² - 2 pièces - 1 chambres,650 000 €,Metro La Fourche · Rue la Condamine,2025-11-19T10:15:25.000Z,2025-11-19 10:15:25,2025-11-19,18
93615097,Paris 17e - 80 m² - 3 pièces - 2 chambres,895 000 €,Metro La Fourche,2025-11-19T10:13:26.000Z,2025-11-19 10:13:26,2025-11-19,18
93850353,Paris 19e - 66 m² - 3 pièces - 2 chambres,565 000 €,Metro Stalingrad · Avenue de Flandre,2025-11-19T10:08:50.000Z,2025-11-19 10:08:50,2025-11-19,18
93880882,Paris 20e - 39 m² - 2 pièces - 1 chambres,424 000 €,Metro Ménilmontant · Boulevard de Belleville,2025-11-19T10:03:56.000Z,2025-11-19 10:03:56,2025-11-19,18
93880754,Paris 11e - 65 m² - 3 pièces - 2 chambres,640 000 €,Metro Ménilmontant · Boulevard de Ménilmontant,2025-11-19T10:00:37.000Z,2025-11-19 10:00:37,2025-11-19,18
93880715,Paris 4e - 80 m² - 3 pièces - 1 chambres,1 150 000 €,Metro Hôtel de Ville · 24 Rue du Temple,2025-11-19T09:59:25.000Z,2025-11-19 09:59:25,2025-11-19,18
93880541,Paris 4e - 88 m² - 4 pièces - 2 chambres,1 560 000 €,Paris 4e (75004),2025-11-19T09:54:11.000Z,2025-11-19 09:54:11,2025-11-19,18
93880538,Paris 16e - 138 m² - 5 pièces - 3 chambres,1 290 000 €,Metro Michel-Ange-Molitor · Rue de Musset,2025-11-19T09:54:08.000Z,2025-11-19 09:54:08,2025-11-19,18
93880434,Paris 17e - 35 m² - 2 pièces - 1 chambres,435 000 €,Metro Pereire · 13 Rue Verniquet,2025-11-19T09:51:48.000Z,2025-11-19 09:51:48,2025-11-19,18
93880433,Paris 17e - 30 m² - 2 pièces - 1 chambres,460 000 €,Metro Villiers · Rue de Saussure,2025-11-19T09:51:47.000Z,2025-11-19 09:51:47,2025-11-19,18
93880431,Paris 17e - 53 m² - 2 pièces - 1 chambres,469 000 €,Metro Porte de Clichy · 15 Rue Boulay,2025-11-19T09:51:46.000Z,2025-11-19 09:51:46,2025-11-19,18
93880430,Paris 17e - 37 m² - 2 pièces - 1 chambres,352 000 €,Metro Porte de Saint-Ouen · 34 Rue Baron,2025-11-19T09:51:46.000Z,2025-11-19 09:51:46,2025-11-19,18
93880427,Paris 17e - 45 m² - 2 pièces - 1 chambres,450 000 €,Metro Wagram · 80 Boulevard de Courcelles,2025-11-19T09:51:45.000Z,2025-11-19 09:51:45,2025-11-19,18
93880426,Paris 17e - 40 m² - 1 pièces,419 000 €,Metro Porte Maillot · Rue d'Armenonville,2025-11-19T09:51:45.000Z,2025-11-19 09:51:45,2025-11-19,18
93880425,Paris 17e - 40 m² - 2 pièces - 1 chambres,474 000 €,Metro Porte de Champerret · 75017 Paris 17e,2025-11-19T09:51:45.000Z,2025-11-19 09:51:45,2025-11-19,18
93880375,Paris 4e - 57 m² - 2 pièces - 1 chambres,787 500 €,Metro Hôtel de Ville · 19 Rue Rambuteau,2025-11-19T09:50:11.000Z,2025-11-19 09:50:11,2025-11-19,18
93880374,Paris 3e - 57 m² - 2 pièces - 1 chambres,787 500 €,Metro Rambuteau · 7 Rue de Braque,2025-11-19T09:50:11.000Z,2025-11-19 09:50:11,2025-11-19,18
93880360,Paris 16e - 87 m² - 3 pièces - 1 chambres,1 100 000 €,Metro La Muette · 16 Rue Duban,2025-11-19T09:49:37.000Z,2025-11-19 09:49:37,2025-11-19,18
93838214,Paris 3e - 36 m² - 2 pièces - 1 chambres,405 000 €,Metro Hôtel de Ville · 50 Rue Rambuteau,2025-11-19T09:47:44.000Z,2025-11-19 09:47:44,2025-11-19,18
93754494,Paris 5e - 101 m² - 4 pièces - 3 chambres,1 180 000 €,Metro Pont Marie · 25 Quai de la Tournelle,2025-11-19T09:44:48.000Z,2025-11-19 09:44:48,2025-11-19,18
93880127,Paris 4e - 49 m² - 2 pièces - 1 chambres,650 000 €,Metro Hôtel de Ville · Rue Sainte-Croix de la Bretonnerie,2025-11-19T09:42:33.000Z,2025-11-19 09:42:33,2025-11-19,18
93880126,Paris 3e - 40 m² - 2 pièces - 1 chambres,490 000 €,Metro Strasbourg-Saint-Denis · Passage du Vertbois,2025-11-19T09:42:33.000Z,2025-11-19 09:42:33,2025-11-19,18
93880057,Paris 17e - 135 m² - 6 pièces - 3 chambres,1 619 000 €,Paris 17e (75017),2025-11-19T09:40:54.000Z,2025-11-19 09:40:54,2025-11-19,18
93880059,Paris 15e - 92 m² - 4 pièces - 3 chambres,898 000 €,Metro Dupleix,2025-11-19T09:40:54.000Z,2025-11-19 09:40:54,2025-11-19,18
93880058,Paris 7e - 63 m² - 3 pièces - 2 chambres,799 000 €,Paris 7e (75007),2025-11-19T09:40:54.000Z,2025-11-19 09:40:54,2025-11-19,18
93634112,Paris 3e - 83 m² - 2 pièces - 1 chambres,975 000 €,Metro Filles du Calvaire · 3 Rue Pastourelle,2025-11-19T09:29:26.000Z,2025-11-19 09:29:26,2025-11-19,18
93809443,Paris 14e - 56 m² - 3 pièces - 1 chambres,595 000 €,Metro Saint-Jacques · 45 Boulevard Saint-Jacques,2025-11-19T09:28:47.000Z,2025-11-19 09:28:47,2025-11-19,18
93146286,Paris 12e - 68 m² - 3 pièces - 2 chambres,860 000 €,Metro Bastille · Rue de Charonne,2025-11-19T09:27:35.000Z,2025-11-19 09:27:35,2025-11-19,18
93879077,Paris 17e - 40 m² - 2 pièces - 1 chambres,368 000 €,Metro Brochant · 89 Rue Nollet,2025-11-19T09:25:20.000Z,2025-11-19 09:25:20,2025-11-19,18
93840424,Paris 11e - 33 m² - 2 pièces - 1 chambres,383 000 €,Metro Rue Saint-Maur · 8 Rue du Général Renault,2025-11-19T09:20:49.000Z,2025-11-19 09:20:49,2025-11-19,18
93878571,Paris 14e - 112 m² - 5 pièces - 4 chambres,1 360 000 €,Paris 14e (75014),2025-11-19T09:16:07.000Z,2025-11-19 09:16:07,2025-11-19,18
93878548,Paris 7e - 70 m² - 2 pièces - 1 chambres,985 000 €,Metro Pont de l'Alma · 6 Rue du Général Camou,2025-11-19T09:15:33.000Z,2025-11-19 09:15:33,2025-11-19,18
93836831,Paris 12e - 33 m² - 2 pièces - 1 chambres,375 000 €,Metro Quai de la Rapée · Voie Mazas,2025-11-19T09:15:12.000Z,2025-11-19 09:15:12,2025-11-19,18
93604635,Paris 20e - 73 m² - 2 pièces - 1 chambres,610 000 €,Metro Gambetta,2025-11-19T09:14:53.000Z,2025-11-19 09:14:53,2025-11-19,18
93162360,Paris 16e - 99 m² - 3 pièces - 2 chambres,1 090 000 €,Metro George V · 25 Avenue George V,2025-11-19T09:14:15.000Z,2025-11-19 09:14:15,2025-11-19,18
93878199,Paris 6e - 29 m² - 2 pièces - 1 chambres,460 000 €,Metro Notre-Dame des Champs · 18 Rue Stanislas,2025-11-19T09:10:31.000Z,2025-11-19 09:10:31,2025-11-19,18
93712774,Paris 15e - 64 m² - 3 pièces - 2 chambres,595 000 €,Metro Javel-André-Citroen · 30 Rue Gutenberg,2025-11-19T09:09:32.000Z,2025-11-19 09:09:32,2025-11-19,18
93796544,Paris 1er - 57 m² - 2 pièces - 1 chambres,565 000 €,Metro Cité,2025-11-19T09:08:24.000Z,2025-11-19 09:08:24,2025-11-19,18
93855935,Paris 9e - 137 m² - 5 pièces - 3 chambres,1 875 000 €,Metro Pigalle · Avenue Trudaine,2025-11-19T09:06:55.000Z,2025-11-19 09:06:55,2025-11-19,18
93687920,Paris 20e - 28 m² - 1 pièces,270 000 €,107 Rue Pelleport,2025-11-19T09:05:37.000Z,2025-11-19 09:05:37,2025-11-19,18
93706007,Paris 19e - 51 m² - 3 pièces - 2 chambres,348 000 €,Metro Porte de la Villette,2025-11-19T09:02:05.000Z,2025-11-19 09:02:05,2025-11-19,18
93795864,Paris 20e - 72 m² - 4 pièces - 3 chambres,569 000 €,Metro Pyrénées,2025-11-19T08:55:33.000Z,2025-11-19 08:55:33,2025-11-19,18
93877255,Paris 11e - 37 m² - 2 pièces - 1 chambres,400 000 €,Metro Richard-Lenoir · Rue de la Folie-Méricourt,2025-11-19T08:55:15.000Z,2025-11-19 08:55:15,2025-11-19,18
93877223,Paris 11e - 146 m² - 4 pièces - 2 chambres,1 350 000 €,Metro Belleville · 7 Rue Morand,2025-11-19T08:54:47.000Z,2025-11-19 08:54:47,2025-11-19,18
93877209,Paris 15e - 155 m² - 7 pièces - 4 chambres,1 665 000 €,Metro Javel-André-Citroen · 53 Rue des Cévennes,2025-11-19T08:54:30.000Z,2025-11-19 08:54:30,2025-11-19,18
93877208,Paris 15e - 97 m² - 4 pièces - 2 chambres,999 500 €,Metro Porte de Versailles · 366 bis Rue de Vaugirard,2025-11-19T08:54:30.000Z,2025-11-19 08:54:30,2025-11-19,18
93877207,Paris 15e - 72 m² - 3 pièces - 2 chambres,729 000 €,Metro Javel-André-Citroen · Rue de la Convention,2025-11-19T08:54:30.000Z,2025-11-19 08:54:30,2025-11-19,18
93877204,Paris 15e - 114 m² - 5 pièces - 3 chambres,1 099 500 €,Metro Mirabeau · 16 Rue Balard,2025-11-19T08:54:30.000Z,2025-11-19 08:54:30,2025-11-19,18
93877202,Paris 15e - 72 m² - 3 pièces - 2 chambres,775 000 €,Metro Lourmel · 20 Villa Frédéric Mistral,2025-11-19T08:54:29.000Z,2025-11-19 08:54:29,2025-11-19,18
93876930,Paris 15e - 69 m² - 4 pièces - 3 chambres,598 000 €,Metro Plaisance · 68 Rue de Vouillé,2025-11-19T08:49:31.000Z,2025-11-19 08:49:31,2025-11-19,18
93876927,Paris 15e - 50 m² - 2 pièces - 1 chambres,525 000 €,Metro Lourmel · 78 Avenue Félix Faure,2025-11-19T08:49:30.000Z,2025-11-19 08:49:30,2025-11-19,18
93876920,Paris 15e - 72 m² - 3 pièces - 2 chambres,574 000 €,Metro Lourmel · 36 Rue Jean Maridor,2025-11-19T08:49:30.000Z,2025-11-19 08:49:30,2025-11-19,18
93876914,Paris 15e - 73 m² - 3 pièces - 2 chambres,699 000 €,Metro Javel-André-Citroen · 22 Avenue Émile Zola,2025-11-19T08:49:29.000Z,2025-11-19 08:49:29,2025-11-19,18
93876912,Paris 15e - 51 m² - 3 pièces - 2 chambres,519 500 €,Metro La Motte-Picquet-Grenelle · 150 Rue du Théâtre,2025-11-19T08:49:29.000Z,2025-11-19 08:49:29,2025-11-19,18
93876905,Paris 15e - 61 m² - 3 pièces - 2 chambres,510 000 €,Metro Javel-André-Citroen · 46 Rue Cauchy,2025-11-19T08:49:29.000Z,2025-11-19 08:49:29,2025-11-19,18
93876903,Paris 15e - 69 m² - 3 pièces - 2 chambres,645 000 €,Metro Balard · 105 Rue Leblanc,2025-11-19T08:49:29.000Z,2025-11-19 08:49:29,2025-11-19,18
